src,dst,relationship,cost
Gijsselte,Gendijk,EROAD,161
Oosterhesselen,Neer,EROAD,47
Barger-Compascuum,Venne,EROAD,154
Zuidbarge,Gerheggen,EROAD,123
Erm,Keizerbosch,EROAD,174
Nederland,Keup,EROAD,176
Scheerwolde,Panningen,EROAD,324
Zwartschaap,Vosberg,EROAD,373
De Haar,Everlo,EROAD,27
Ruinen,America,EROAD,140
Wetering,Overbroek,EROAD,345
Blankenham,Leunen,EROAD,29
Busselte,Wieën,EROAD,286
Leeuwte,Venray,EROAD,62
Tjallewal,Heijen,EROAD,44
Bant,Ottersum,EROAD,114
Creil,Plak,EROAD,282
Tolke,Leuth,EROAD,344
Opperdoes,Loo,EROAD,192
Sint Maarten,Imbosch,EROAD,103
Eursinge,Oosterhof,EROAD,169
Medemblik,Emst,EROAD,75
De Weere,Westendorp,EROAD,195
Moerbeek,Laarstraat,EROAD,394
Petten,Epe,EROAD,84
Nieuw-Balinge,Duivendans,EROAD,229
Haringhuizen,Bisschopswetering,EROAD,293
Hogebieren,Kamperzeedijk-West,EROAD,393
Wateringskant,Leeuwte,EROAD,37
Lutjewinkel,Muggenbeet,EROAD,168
Groenveld,Wetering,EROAD,323
Armweide,Nijeholtwolde,EROAD,267
Sleen,Brongerga,EROAD,102
Diphoorn,Bovenknijpe,EROAD,73
Barger-Oosterveld,Grootwijngaarden,EROAD,356
Pesse,Luxterhoek,EROAD,202
Klazienaveen-Noord,Luxwoude,EROAD,359
Noordbarge,De Gaasten,EROAD,218
Havelte,Uiteinde,EROAD,23
Anholt,Kloosterburen,EROAD,153
Darp,Quatrebras,EROAD,330
Havelterberg,Veenwoudsterwal,EROAD,172
Onna,Akkerwoude,EROAD,303
Kalenberg,Bornwirdhuizen,EROAD,226
Zuidveen,Hantumerhoek,EROAD,298
Eursinge,'t Schoor,EROAD,395
Emmen,Wolfhaag,EROAD,346
Benderse,Raren,EROAD,287
Ansen,Lemiers,EROAD,172
Meppen,Holset,EROAD,99
Witteveen,Vlengendaal,EROAD,365
Schagen,Bocholtz,EROAD,248
Grotewal,Bocholtzerheide,EROAD,219
Valkkoog,Waalbroek,EROAD,193
Barsingerhorn,Prickart,EROAD,52
Tin,Beitel,EROAD,129
Sint Maartensbrug,Heerlerbaan,EROAD,356
Sint Maartensvlotbrug,Valkenhuizen,EROAD,311
Sint Maartenszee,Bouwberg,EROAD,350
Het Korfwater,Zittard,EROAD,367
Kraloo,Roskam,EROAD,241
Rheebruggen,Sint Odiliënberg,EROAD,247
Westenesch,Gebroek,EROAD,272
Kuinre,Broekhin,EROAD,47
Steenwijk,Mijnheerkens,EROAD,97
Het Schier,Roermond,EROAD,190
Nuil,Leeuwen,EROAD,205
Noord-Sleen,Kappert,EROAD,170
Uffelte,Hanssum,EROAD,267
Aalden,Stogger,EROAD,52
Drijber,Helden,EROAD,211
Zweeloo,Loo,EROAD,39
Holtinge,Stox,EROAD,236
Tuk,Koningslust,EROAD,90
Kallenkote,Laagheide,EROAD,364
't Wad,Kronenberg,EROAD,198
Middenmeer,De Hees,EROAD,253
Nes,Laagriebroek,EROAD,190
Rutten,Schoor,EROAD,378
Lagedijk,Boshuizen,EROAD,132
Poolland,Smakt,EROAD,241
Keinse,Loobeek,EROAD,250
Schagerbrug,Hengeland,EROAD,23
Kolhorn,Aaldonk,EROAD,386
Kriel,Kekerdom,EROAD,255
Thij,Doornenburg,EROAD,44
't Buurtje,Hulhuizen,EROAD,47
De Strook,Honderdmorgen,EROAD,390
Emmerschans,Nieuwgraaf,EROAD,195
Molenhoek,Velp,EROAD,359
Mantinge,Oosterhuizen,EROAD,391
Steenwijkerwold,Lieren,EROAD,64
Basse,Beemte,EROAD,220
Emmer-Erfscheidenveen,Vaassense Broek,EROAD,38
IJsselham,Jonas,EROAD,309
Witte Paarden,Loobrink,EROAD,341
Ossenzijl,Zuuk,EROAD,287
Wezup,Vemde,EROAD,358
Emmer-Compascuum,De Delle,EROAD,335
Balinge,Wezep,EROAD,239
Paasloo,Voskuil,EROAD,295
De Bult,Zalk,EROAD,335
Witteveen,'s-Heerenbroek,EROAD,367
Basserveld,Kamperzeedijk-Oost,EROAD,194
Baars,De Krieger,EROAD,243
Marijenkampen,Heetveld,EROAD,45
't Haantje,Kadoelen,EROAD,261
Spanga,Sint Jansklooster,EROAD,43
Wijster,Scheerwolde,EROAD,323
Slijkenburg,Paasloo,EROAD,396
Stolpen,Wolvega,EROAD,251
Stolpervlotbrug,Mildam,EROAD,45
Keinsmerbrug,Langezwaag,EROAD,55
Schoterzijl,Tijnje,EROAD,96
Bruntinge,Nij Beets,EROAD,395
De Pol,Oudega,EROAD,380
Spier,Opperburen,EROAD,214
Weerdinge,Iniaheide,EROAD,318
Garminge,Suameer,EROAD,29
Oldemarkt,Bergum ,EROAD,375
Kibbelveen,Zevenhuizen,EROAD,282
Westeinde,Veenwouden,EROAD,287
Eesveen,Broeksterwoude,EROAD,64
Willemsoord,Damwâld ,EROAD,270
Wapserveen,Dokkum,EROAD,277
Munsterscheveld,Aalzum,EROAD,112
Lhee,Aalzum,EROAD,249
Wittelte,Hantumhuizen,EROAD,132
Het Moer,Hantumeruitburen,EROAD,63
Klijndijk,Vaals,EROAD,160
Callantsoog,Locht,EROAD,214
Bantega,Eikske,EROAD,140
Munnekemoer,Schaesberg,EROAD,94
Tweewegen,Reutje,EROAD,92
Blesdijke,Melick,EROAD,148
Driemolens,Kitskensberg,EROAD,56
Peperga,Asselt,EROAD,108
Wieringerwaard,Einde,EROAD,161
De Blesse,Wieler,EROAD,78
Nijensleek,Rijkel,EROAD,162
Kooisloot,Waije,EROAD,325
Wieringerwerf-Zuid,Heide,EROAD,89
Niuwesluis,Kesseleik,EROAD,395
Oudesluis,Baarloseweg,EROAD,262
Scherpenzeel,Zandberg,EROAD,317
't Zand,Dekeshorst,EROAD,28
Dwingeloo,Schoorveld,EROAD,395
Eese,Most,EROAD,396
Roswinkel,Steeg,EROAD,370
Eursinge,Schadijk,EROAD,80
Wezuperbrug,Hoogriebroek,EROAD,84
Frederiksoord,Oostrum,EROAD,192
Ter Horst,Afferden,EROAD,373
Smalbroek,De Looi,EROAD,241
Holtland,Zelder,EROAD,122
Holthe,De Pas,EROAD,176
Orvelte,Sterrenschans,EROAD,37
Odoornerveen,Achterstehoek,EROAD,372
Valthe,Eng,EROAD,350
Lheebroek,De Droo,EROAD,119
Schoonoord,Duiven,EROAD,63
Dieverbrug,Lathum,EROAD,313
Holtien,Rheden,EROAD,211
Odoorn,Loenen,EROAD,184
Makkum,De Voorwaarts,EROAD,257
Abbestede,Broekland,EROAD,203
Laaxum,Geerstraat,EROAD,39
Burgemeester Beinsdorp,Wijnbergen,EROAD,216
Oudemirdum,Dijkhuizen,EROAD,201
Oldendiever,Horsthoekerveld,EROAD,55
Nijetrijne,Bakhuisbos,EROAD,334
Langelille,'t Zand,EROAD,53
Gracht,Veecaten,EROAD,164
Wieringerwerf,Mastenbroek,EROAD,187
Overburen,Barsbeek,EROAD,313
Steggerda,Poepershoek,EROAD,280
Mirns,Jonen,EROAD,118
Nijemirdum,Basse,EROAD,268
Slootdorp,Blesdijke,EROAD,91
Hooibergen,Oldeholtwolde,EROAD,357
Barnflair,Bontebok,EROAD,55
Westerbork,Nieuwe Vaart,EROAD,80
Bandsloot,Klidse,EROAD,99
De Maten,Janssenstichting,EROAD,301
Middenvaart,Nijega,EROAD,49
Lemmer,Noordbergum,EROAD,301
Otterweg,Kuikhorne,EROAD,120
Kreileroord,De Falom ,EROAD,196
Munnekeburen,Dantumawoude,EROAD,392
Lieving,Wierum,EROAD,293
Eemster,Gracht,EROAD,92
Valtherblokken,Spekholzerheide,EROAD,168
Diever,Terwinselen,EROAD,366
Kalteren,Hopel,EROAD,321
Wilhelminaoord,Nieuwenhagen,EROAD,24
Vledder,Abdissenbosch,EROAD,293
Nieuw-Weerdinge,Op den Hering,EROAD,274
Leggeloo,Annendaal,EROAD,204
Molenstad,Voorst,EROAD,132
Wapse,Voorsterveld,EROAD,198
Boterveen,Posterholt,EROAD,148
De Kiel,Paarlo,EROAD,336
Beilen,Straat,EROAD,254
Alting,Spik,EROAD,397
Echten,Swalmen,EROAD,239
Vinkega,Bakheide,EROAD,23
De Bruil,Beesel,EROAD,333
Rijs,Spurkt,EROAD,93
Sondel,Kruisberg,EROAD,182
Echtenerbrug,Dijk,EROAD,280
Elfbergen,Boekenderbos,EROAD,359
Bakhuizen,'t Heeske,EROAD,113
Beilervaart,Lange Hout,EROAD,59
Oldetrijne,Tongerlo,EROAD,353
Ter Apel,Den Broek,EROAD,26
Eeserveen,Voorste Hees,EROAD,339
Commissiepolle,Rooskenskant,EROAD,55
Tacozijl,Sevenum,EROAD,182
Schouw,Hegelsom,EROAD,76
Anna Paulowna,Tongerlo,EROAD,89
Scharl,Meterik,EROAD,388
Spoorbuurt,Middelijk,EROAD,187
Oosterzee,Castenray,EROAD,318
Hollands Kroon,Zandhoek,EROAD,243
Gietersebrug,Oirlo,EROAD,123
Sonnega,Bergen,EROAD,250
Zevenbuurt,Heukelom,EROAD,186
Nieuw Amerika,Rimpeld,EROAD,111
Groote Keeten,Gening,EROAD,267
Warns,Dam (Limburg),EROAD,220
Zuidveld,Ven-Zelderheide,EROAD,323
Eesterga,Zeeland,EROAD,260
Oldelamer,Groessen,EROAD,363
Agodorp,Helhoek,EROAD,112
Brunsting,Zilven,EROAD,103
Geeuwenbrug,Hooilanden,EROAD,253
Dikbroeken,De Vecht,EROAD,135
Zwiggelte,Boshoek,EROAD,97
Klatering,Horsthoek,EROAD,235
Rheeveld,Kolthoorn,EROAD,165
Vledderveen,Hoornerveen,EROAD,51
Elp,Hattemerbroek,EROAD,276
Exloo,Nieuwe Wetering,EROAD,129
Valthermond,Genemuiden,EROAD,100
De Hoeve,Ronduite,EROAD,102
Roelage,Dwarsgracht,EROAD,257
Westerland,Molenhoek,EROAD,169
Wijckelereebuurt,Basserveld,EROAD,159
Lombok,Ter Idzard,EROAD,75
Breezand,Oud-Beets,EROAD,254
Ter Haar,De Wilgen,EROAD,327
Delburen,Smalle Ee,EROAD,256
Follega,Egbertsgaasten,EROAD,152
Hemelum,Middelburen,EROAD,24
Ruigahuizen,Wouterswoude,EROAD,291
"Boornzwaag, Lit",Wetzens,EROAD,115
De Haukes,Bollingawier,EROAD,312
Van Ewijcksluis,Wie,EROAD,324
Wolvega,Kaalheide,EROAD,89
Nijeholtwolde,Eygelshoven,EROAD,354
Gelderse Buurt,Waubach,EROAD,323
Eursing,Ubach over Worms,EROAD,206
Delfstrahuizen,De Winkel,EROAD,378
Bargebek,Holst,EROAD,172
Nieuw Buren,Thuserhof,EROAD,284
Laudermarke,Maalbroek,EROAD,278
Westerend Harich,Asenray,EROAD,110
Wijckel,Boukoul,EROAD,24
Nijelamer,Heide,EROAD,199
Staveren,Bussereind,EROAD,64
Doldersum,Veers,EROAD,95
Boermastreek,Kessel,EROAD,256
Eesergroen,Broek,EROAD,271
Exloërkijl,Maasbree,EROAD,240
Ellertshaar,Molenhuizen,EROAD,359
Tweede Valthermond,Leeuwerik,EROAD,128
Hijken,Korte Heide,EROAD,174
Oude Willem,Rozendaal,EROAD,305
Elft,De Vorst,EROAD,62
Oudega,Vinkepas,EROAD,87
De Meente,Ulfterhoek,EROAD,115
De Zandloper,Horst,EROAD,226
Westerklief,Afhang,EROAD,290
Noorderbuurt,Veld-Oostenrijk,EROAD,347
Blauwe Keet,Hei-Oostenrijk,EROAD,387
Ter Apelkanaal,Klein-Oirlo,EROAD,346
Molkwerum,Molenhoek,EROAD,271
Boijl (Boyl),Boddenbroek,EROAD,171
Oldeholtwolde,Geysteren,EROAD,337
Tjerkgaast,Kamp,EROAD,243
Sloten,Aijen,EROAD,115
Ter Idzard,Nieuw-Bergen,EROAD,213
Slegge,Smal,EROAD,379
Galamadammen,Bleijenbeek,EROAD,33
Kolderwolde,Op de Belt,EROAD,242
Belt,Millingen aan de Rijn,EROAD,338
Hippolytushoef,Pannerden,EROAD,25
Ter Wisch,Bahr,EROAD,125
Hollebalg,De Steeg,EROAD,100
Julianadorp,Coldenhove,EROAD,341
Oosterklief,De Kar,EROAD,265
De Hoelm,Woudhuizen,EROAD,218
Harich,Teuge,EROAD,374
Oldeholtpade,Oene,EROAD,34
Noordwolde,Ooster Oene,EROAD,375
Dam,Oenerdijk,EROAD,147
Doniaga,Markluiden,EROAD,291
Vierhuis,Heerde,EROAD,199
Balk,Molecaten,EROAD,49
Rotstergaast,Spoolde,EROAD,380
Rode Dorp,Cellemuiden,EROAD,182
Westdorp,Belt-Schutsloot,EROAD,316
Schoonloo,Steenwijkerwold,EROAD,378
Hoogersmilde,Marijenkampen,EROAD,38
Exloërveen,Willemsoord,EROAD,383
Oranje,De Blesse,EROAD,45
Ees,Oldeholtpade,EROAD,78
Valthermussel,Nieuwehorne,EROAD,99
Tweede Exloërmond,Katlijk,EROAD,205
Wateren,Jonkersland ,EROAD,282
Kavelingen,Terwispel,EROAD,318
Polle,De Galhoek,EROAD,171
Borgerveld,Boornbergum,EROAD,262
Nijeholtpade,Buitenstverlaat,EROAD,333
Zuidveld,De Tike,EROAD,105
Laude,Oostermeer,EROAD,60
Rohel,Zwagerbosch,EROAD,53
Boyl,Twijzelerheide,EROAD,130
Zandburen,Zwaagwesteinde ,EROAD,290
Sintjohannesga,Nieuwstad,EROAD,280
Sellingerbeetse,Driesum ,EROAD,261
Oldeouwer,Tilburen,EROAD,44
De Kooy,Jouswier,EROAD,348
Zandberg,Niawier,EROAD,246
Musselkanaal,Oosternijkerk,EROAD,284
Lauderzwarteveen,Nes,EROAD,363
Sint Nicolaasga,Kerkrade,EROAD,215
Koudum,Broekveld,EROAD,313
Noordburen,Broekhuizen,EROAD,36
Spannenburg,Op de Hoven,EROAD,35
Jipsingboermussel,Herkenbosch,EROAD,200
Finkeburen,Leeuwen,EROAD,161
Oosterstreek,Donk,EROAD,73
Wessingtange,Rinkesfort,EROAD,372
Zorgvlied,Zandberg,EROAD,318
Hooghalen,Houthei,EROAD,93
Laaghalen,Lange Heide,EROAD,242
Borger,Broek,EROAD,92
Hijkersmilde,Leuken,EROAD,288
Buinen,Bergsche Heide,EROAD,305
IJpecolsga,Koekoek,EROAD,330
Heide,Lakei,EROAD,246
Nieuweschoot,Vrij,EROAD,182
Rotsterhaule,Ooij,EROAD,71
Horsten,Zevenaar,EROAD,327
Bovenburen,Giesbeek,EROAD,273
De Rijlst,Laag-Soeren,EROAD,393
Mildam,Wilhelminapark,EROAD,399
Ouwsterhaule,Eerbeek,EROAD,374
Oosterland,Nijbroek,EROAD,84
Teroele,Hoorn,EROAD,314
Ypecolsga (Ypekolsgea),Assendorp,EROAD,299
Den Oever,Wapenveld,EROAD,255
Idskenhuizen,Hattem,EROAD,110
Rijsberkampen,Katerveer,EROAD,111
Borgertange,Frankhuis,EROAD,265
Trophorne,Roebolligehoek,EROAD,179
De Heid,Zwartsluis,EROAD,125
Sellingen,Giethoorn,EROAD,81
Ouwster-Nijega,Thij,EROAD,56
Oudeschoot,Witte Paarden,EROAD,342
Onland,De Pol,EROAD,222
Elsloo,Overburen,EROAD,170
Zandhuizen ,Steggerda,EROAD,185
Ter Borg,Oudehorne,EROAD,350
Smerp,Kortezwaag,EROAD,88
Elahuizen,Gorredijk,EROAD,336
Rottum,Opeinde,EROAD,229
De Gest,Hoogzand ,EROAD,287
Vatrop,Schuilenburg,EROAD,265
Legemeer,Eestrum ,EROAD,176
Noordstroe,Kollumerzwaag,EROAD,145
Stroe,Kettingwier,EROAD,111
Grolloo,Oostrum,EROAD,181
Eerste Exloërmond,Metslawier,EROAD,27
Buinerveen,Ropta,EROAD,297
Vredenheim,Haanrade,EROAD,274
Laaghalerveen,Lauradorp,EROAD,114
Amen,Rimburg,EROAD,371
Bronneger,Tusschen de Bruggen,EROAD,261
Smilde,Vlodrop,EROAD,300
Oudehaske,Aan het Broek,EROAD,100
Jipsingboertange,Meerlebroek,EROAD,230
Oldeberkoop,Reuver,EROAD,359
Brandeburen,Hout,EROAD,256
Heerenveen,"Bong, Maasbree",EROAD,151
Rijsdam,Soeterbeek,EROAD,238
De Bult,Dubbroek,EROAD,133
Mussel,Hert,EROAD,230
Koufurderrige,Rooth,EROAD,84
Aekinga,Heierhoeve,EROAD,273
It Heidenskip,Melderslo,EROAD,102
Nieuwehorne,Eikelenbosch,EROAD,216
Nijeberkoop,Elshout,EROAD,234
Grote Wiske,Moleneind,EROAD,261
Deddingabuurt,Meerlo,EROAD,28
Woudsend,Helling,EROAD,91
Leemdobben,Wanssum,EROAD,392
Hindeloopen,Papenbeek,EROAD,173
Boornzwaag,Elsteren,EROAD,43
Appelscha,Bosscherheide,EROAD,208
Indijk,Groote Horst,EROAD,340
Haskerhorne,Kleine-Horst,EROAD,147
Oud-Appelscha,Geitenwaard,EROAD,151
Kopstukken,Aerdt,EROAD,352
Terwisscha,Oud-Zevenaar,EROAD,311
Brongerga,Zweekhorst,EROAD,361
Oranjewoud,Klarenbeek,EROAD,55
De Hel,Klarenbeek,EROAD,309
Oomsberg,Wilp-Achterhoek,EROAD,213
Katlijk,Welsumerveld,EROAD,151
Scharsterbrug,Welsum,EROAD,205
Sellingerzwarteveen,Fortmond,EROAD,62
Kleine Wiske,Veessen,EROAD,194
Smallebrugge,Wolbert,EROAD,155
Vissersburen,Berghuizen,EROAD,67
Huisduinen,Oldeneel,EROAD,280
Langedijke,Zwolle,EROAD,228
Dijken,Hasselt,EROAD,222
Geelbroek,De Velde,EROAD,100
Ekehaar,Westeinde,EROAD,125
Papenvoort,Tuk,EROAD,102
Drouwen,Baars,EROAD,359
Bronnegerveen,Peperga,EROAD,347
Eleveld,De Hoeve,EROAD,36
Zuideind,Nijeholtpade,EROAD,155
Marwijksoord,Beetsterzwaag,EROAD,33
Nieuw-Buinen,Kortehemmen,EROAD,366
Eldersloo,De Folgeren,EROAD,216
Veneburen,Het Zwartveen,EROAD,334
De Knijpe (De Knipe) ,Kooten,EROAD,166
Egypte,Zwagerveen,EROAD,217
Jipsinghuizen,Zandbulten,EROAD,277
Benedenknijpe,Westergeest,EROAD,400
Bovenknijpe,Klein Medhuizen,EROAD,282
Westermeer,Groot Medhuizen,EROAD,53
Nijehaske,Reidswal,EROAD,118
Oomsberg,Lioessens,EROAD,62
Langweer,Moddergat,EROAD,225
Middelburen,Paesens,EROAD,137
Graswijk,Etsberg,EROAD,41
Willemstad,Offenbeek,EROAD,186
Tronde,Oijen,EROAD,301
Gaastmeer,Baarlo,EROAD,274
Joure,Vergelt,EROAD,295
Kleine Gaastmeer,Schafelt,EROAD,168
Oudehorne,Tienraij,EROAD,243
Ravenswoud,Keuter,EROAD,185
Heeg,Megelsum,EROAD,280
Jubbega-Schurega,Well,EROAD,62
Over de Dijk,Siebengewald,EROAD,192
Lammerweg,Tolkamer,EROAD,336
Twijtel,Tuindorp,EROAD,318
Bontebok,Ossenwaard,EROAD,265
De Haar,Herwen,EROAD,34
Boornzwaag,Holthuizen,EROAD,273
Den Helder,Bingerden,EROAD,390
Lippenwoude,Ellecom,EROAD,327
Nooitgedacht,Hall,EROAD,58
Drouwenerveen,Klein Amsterdam,EROAD,70
Gasselte,Duistervoorde,EROAD,154
Nijlande,Twello,EROAD,372
Anreep,Terwolde,EROAD,285
Bovensmilde,Olst,EROAD,144
Drouwenermond,Den Nul,EROAD,269
Schieven,Duur,EROAD,168
Witten,Langenholte,EROAD,194
Snikzwaag,Genne-Overwaters,EROAD,209
Lytshuzen,Holten,EROAD,371
Hoogduurswoude,Streukel,EROAD,61
Pallert,Kievitsnest,EROAD,76
Idzega,Zwartewatersklooster,EROAD,312
Laagduurswoude,Baarlo,EROAD,150
Hommerts,Zuidveen,EROAD,371
Vosseberg,Eese,EROAD,36
Vledderveen,Oudehornstercompagnie,EROAD,237
Buttinga,Jubbegastercompagnie,EROAD,343
Nieuwebrug,Haneburen,EROAD,279
Stadskanaal,Lippenhuizen,EROAD,227
Oudehornstercompagnie,Olterterp,EROAD,107
Medhuizen,Drachten,EROAD,35
Nieuwe Vaart,Rottevalle,EROAD,172
Blekslage,Witveen,EROAD,143
Makkinga,Kootstertille,EROAD,47
Kortezwaag,Wedzeburen,EROAD,130
Venekoten,Twijzel,EROAD,39
Osingahuizen,Veenklooster,EROAD,117
Boekhorst,Triemen,EROAD,55
Fochteloo,Steenvak,EROAD,257
Workum,Ee,EROAD,85
Broek-Noord,Morra,EROAD,143
Wollinghuizen,Rothenbach,EROAD,149
Jonkersland ,Bolenberg,EROAD,150
Hoek Makkinga,Belfeld,EROAD,184
Jubbegastercompagnie,Steyl,EROAD,373
Broek ,Boekend,EROAD,278
Terband,Californië,EROAD,387
Grootwijngaarden,Gun,EROAD,99
Sandfirden,Swolgen,EROAD,263
Luinjeberd,Blitterswijck,EROAD,374
Langezwaag,Knikkerdorp,EROAD,149
Nijhuizum,Lobith,EROAD,103
Rolde,Babberich,EROAD,192
Deurze,Grieth,EROAD,34
Schreierswijk,Greffelkamp,EROAD,356
Kostvlies,Spankeren,EROAD,303
Gasselternijveen,Noord-Empe,EROAD,302
Achter 't Hout,Posterenk,EROAD,365
Kloosterveen,De Wijk,EROAD,26
Balloo,Rande,EROAD,348
Assen,Hengforden,EROAD,358
Gasselternijveenschemond Tweede Dwarsdiep,Boskamp,EROAD,274
Gasselterboerveen,Vorchten,EROAD,155
Haskerdijken,Marle,EROAD,323
Bourtange,Windesheim,EROAD,24
Gorredijk,Zalné,EROAD,365
Draaisterhuizen,Brinkhoek,EROAD,395
Ter Maarsch,Genne,EROAD,211
Vlagtwedder-Veldhuis,Wanneperveen,EROAD,61
Barlage,Steenwijk,EROAD,72
Ballingbuur,De Bult,EROAD,188
Luxterhoek,Vinkega,EROAD,226
Anderen,Jubbega-Schurega,EROAD,241
Vledderhuizen,Jubbega Derde Sluis,EROAD,192
Hoornsterzwaag,Vosseburen,EROAD,281
Akmarijp,Het Jachtveld,EROAD,320
Nijezijl,Hamshorn,EROAD,74
Weende,Drogeham,EROAD,289
Idserdaburen,Oudwoude,EROAD,109
Doniaburen,Oude Terp,EROAD,271
Luxwoude,Tibma,EROAD,189
Oudega,De Klosse,EROAD,181
Vegelinsoord,Geloo,EROAD,112
Wollingboermarke,Tegelen,EROAD,77
Gersloot,Nabben,EROAD,280
Gasselternijveenschemond Eerste Dwarsdiep,Leemhorst,EROAD,320
Spitsendijk,Hout-Blerick,EROAD,53
Uitwellingerga,Wielder,EROAD,214
Scharneburen,Lovendaal,EROAD,373
Jubbega Derde Sluis,Osterbos,EROAD,159
Harpel,Legert,EROAD,204
Tjalleberd,Nachtegaal,EROAD,93
Oosterwolde,Wellerlooi,EROAD,146
't Horntje,Oud-Dijk,EROAD,316
Jutrijp,Didam,EROAD,266
Norgervaart,Angerlo,EROAD,290
Gieten,Doesburg,EROAD,173
Veenhof,Olburgen,EROAD,282
Bonnen,Dieren,EROAD,103
Gasselterboerveenschemond,Leuvenheim,EROAD,145
Torenveen,Tonden,EROAD,327
Zeijerveen,Appen,EROAD,305
Loon,Gietelo,EROAD,269
Bonnerveen,Bussloo,EROAD,146
Terkaple,Spekhoek,EROAD,243
Parrega,Molenbelt,EROAD,236
Greonterp,Wijhe,EROAD,317
Weite,Herxen,EROAD,260
Oudewegstervaart,Veldhoek,EROAD,63
Poldert,Bruggenhoek,EROAD,292
Nieuw Weper,Haerst,EROAD,247
Vlagtwedde,Hamingen,EROAD,262
Ferwoude,Doosje,EROAD,95
Wildeplaats,Roekebosch,EROAD,120
Blauwhuis,Onna,EROAD,200
IJlst,Eesveen,EROAD,29
Veenhuizen,De Meente,EROAD,22
Smeerling,Oldeberkoop,EROAD,379
Wonneburen,Hemrikerverlaat,EROAD,350
Abbega,Hemrik,EROAD,207
Jardinga,Heidehuizen,EROAD,372
Klidse,Ureterperverlaat,EROAD,48
De Knolle,Selmien,EROAD,343
Westhem,Drachtstercompagnie,EROAD,362
Gaast,Houtigehage,EROAD,249
Goingarijp,Harkema-Opeinde,EROAD,48
Dedgum,Buweklooster,EROAD,90
Oosthem,Wijgeest,EROAD,74
Dwarsdiep,Engwierum,EROAD,71
Oppenhuizen,Dijkshorne,EROAD,334
Haneburen,Anjum,EROAD,271
Donkerbroek,Teerd,EROAD,240
Hieslum,De Kolk,EROAD,117
Ellersinghuizen,Vlodrop-Station,EROAD,258
Vosseburen,Raaieind,EROAD,377
Lippenhuizen,Grubbenvorst,EROAD,310
Terwispel,Het Vorst,EROAD,106
Stakenborg,Broekeind,EROAD,185
Weper,Wielder,EROAD,206
Atzeburen,Houthuizen,EROAD,335
Piekezijl,Homberg,EROAD,398
Hoornster,Zwanenheike,EROAD,20
Eext,De Hei,EROAD,198
Huis ter Heide,Stokt,EROAD,75
Bovenstreek,Ooijen,EROAD,203
Bosje,Zeelberg,EROAD,292
Ter Aard,Spijk,EROAD,161
Gieterveen,Kwartier,EROAD,300
Gieterzandvoort,Nieuw-Dijk,EROAD,366
Veenhuizen,Heegh,EROAD,200
Jousterp,Loil,EROAD,145
Streek,Rha,EROAD,31
Petersburg,Rhienderen,EROAD,82
Sparjebird,Oeken,EROAD,295
Lekkerterp,Voorstonden,EROAD,251
Sterenborg,Empe,EROAD,104
Abbegaasterketting,Voorst,EROAD,120
Höchte,Wilp,EROAD,243
Arkum,Steenenkamer,EROAD,20
Zuidhaffel,Deventer,EROAD,359
Tange,Diepenveen,EROAD,101
Hoogeberg,Eikelhof,EROAD,375
Wolsum,Boerhaar,EROAD,193
Jonkershuizen,Herfte,EROAD,166
Piaam,Lombok,EROAD,372
Oudeschild,Noordwolde,EROAD,178
Noordhaffel,Rode Dorp,EROAD,51
Jouswerd,Luchtenveld,EROAD,119
Kooihuizen,Boelenslaan,EROAD,210
Hebrecht,Roodeschuur,EROAD,333
Ter Wupping,Rohel,EROAD,345
Onstwedde,Franekeradeel,EROAD,108
Sneek,Buitenpost,EROAD,255
Haule,Kollum,EROAD,286
Rhee,Dokkumer Nieuwe Zijlen,EROAD,239
Westergeest,Nieuwland,EROAD,155
Offingawier,Stiem,EROAD,400
Fort De Schans,Ezumazijl,EROAD,47
Hoetmansmeer,Abbewier,EROAD,164
Boven Pekela,Kolderveen,EROAD,27
Veele,Kolderveense Bovenboer,EROAD,258
Tijnje,Nijensleek,EROAD,356
Taarlo,Wilhelminaoord,EROAD,97
Terhorne,Venlo,EROAD,232
Koundenburg,Blerick,EROAD,72
Moskou,De Krosselt,EROAD,235
Rijtseterp,Genooi,EROAD,326
Sijthuizen,Velden,EROAD,23
Hemrikerverlaat,Vilgert,EROAD,167
Folsgare,Voort,EROAD,116
Wijnjeterpverlaat,Hasselderheide,EROAD,149
Vijfhuis,"Hasselt, Venlo",EROAD,217
Den Hoorn,"Bong, Velden",EROAD,68
Hemrik,Lomm,EROAD,244
Gasteren,Lottum,EROAD,248
Eexterzandvoort,Broekhuizen,EROAD,118
De Hilte,Broekhuizenvorst,EROAD,208
Zeijerveld,De Hamert,EROAD,380
Nieuwediep,Tuindorp,EROAD,336
Anloo,Heide,EROAD,48
Zuidvelde,Holthuizen,EROAD,167
Ubbena,Nieuw-Wehl,EROAD,305
Zeijen,Voordrempt,EROAD,205
Wessinghuizen,Drempt,EROAD,208
Oudemolen,Bevermeer,EROAD,76
Loënga,De Emmer,EROAD,328
Holle Poarte,Brummen,EROAD,70
Beetsterzwaag,Tjoene,EROAD,299
Oosterboorn,Middel,EROAD,257
Baburen,Laag Zuthem,EROAD,361
Tjerkwerd,Wijthmen,EROAD,130
Eemswoude ,Kallenkote,EROAD,309
Vierhuizen,Oosterstreek,EROAD,385
Alteveer,Deddingabuurt,EROAD,267
Bareveld,Egypte,EROAD,373
